,title,studio,domestic_gross,foreign_gross,year
1900,Lost in Hong Kong,WGUSA,1300000,255000000,2015-01-01
1901,The Peanuts Movie,Fox,130199999,116100000,2015-01-01
1902,Pixels,Sony,78700000,166100000,2015-01-01
1903,Daddy's Home,Par.,150400000,92400000,2015-01-01
1904,Spy,Fox,110800000,124800000,2015-01-01
1905,Alvin and the Chipmunks: The Road Chip,Fox,85900000,148900000,2015-01-01
1906,Goodbye Mr. Loser,CL,1300000,226800000,2015-01-01
1907,Ted 2,Uni.,81500000,135200000,2015-01-01
1908,Tomorrowland,BV,93400000,115700000,2015-01-01
1909,Everest (2015),Uni.,43500000,159900000,2015-01-01
1910,Straight Outta Compton,Uni.,161200000,40400000,2015-01-01
1911,The Intern,WB,75800000,118800000,2015-01-01
1912,Jupiter Ascending,WB,47400000,136600000,2015-01-01
1913,Creed,WB (NL),109800000,63800000,2015-01-01
1914,Fantastic Four,Fox,56100000,111900000,2015-01-01
1915,Bridge of Spies,BV,72300000,93200000,2015-01-01
1916,Focus (2015),WB,53900000,105200000,2015-01-01
1917,The Hateful Eight,Wein.,54100000,101600000,2015-01-01
1918,Goosebumps,Sony,80100000,70100000,2015-01-01
1919,The Last Witch Hunter,LG/S,27400000,119600000,2015-01-01
1920,The Taking of Tiger Mountain,WGUSA,229000,141400000,2015-01-01
1921,Trainwreck,Uni.,110200000,30600000,2015-01-01
1922,Mr. Six,CL,1400000,137800000,2015-01-01
1923,Point Break (2015),WB,28800000,104900000,2015-01-01
1924,The Big Short,Par.,70300000,63200000,2015-01-01
1925,Pan,WB,35100000,93300000,2015-01-01
1926,Wolf Totem,Sony,211000,125600000,2015-01-01
1927,Magic Mike XXL,WB,66000000,56500000,2015-01-01
1928,Dragon Blade,LGP,74100,121500000,2015-01-01
1929,Seventh Son,Uni.,17200000,97000000,2015-01-01
1930,Insidious Chapter 3,Focus,52200000,60800000,2015-01-01
1931,Get Hard,WB,90400000,21400000,2015-01-01
1932,The Man From U.N.C.L.E.,WB,45400000,64400000,2015-01-01
1933,Paul Blart: Mall Cop 2,Sony,71000000,36600000,2015-01-01
1934,Shaun the Sheep Movie,LGF,19400000,86800000,2015-01-01
1935,Sisters,Uni.,87000000,18000000,2015-01-01
1936,Vacation,WB (NL),58900000,46000000,2015-01-01
1937,Chappie,Sony,31600000,70500000,2015-01-01
1938,Joy,Fox,56500000,44700000,2015-01-01
1939,Black Mass,WB,62600000,37200000,2015-01-01
1940,Devil and Angel (E Gun Tian Shi),CL,131000,98500000,2015-01-01
1941,The Visit,Uni.,65200000,33200000,2015-01-01
1942,Spotlight,ORF,45100000,53200000,2015-01-01
1943,Poltergeist (2015),Fox,47400000,48000000,2015-01-01
1944,In the Heart of the Sea,WB,25000000,68900000,2015-01-01
1945,Southpaw,Wein.,52400000,39500000,2015-01-01
1946,The Second Best Exotic Marigold Hotel,FoxS,33100000,52900000,2015-01-01
1947,Paper Towns,Fox,32000000,53500000,2015-01-01
1948,Sicario,LGF,46900000,38000000,2015-01-01
1949,Hitman: Agent 47,Fox,22500000,59900000,2015-01-01
1950,The Wedding Ringer,SGem,64500000,15300000,2015-01-01
1951,Paranormal Activity: The Ghost Dimension,Par.,18300000,60600000,2015-01-01
1952,Crimson Peak,Uni.,31100000,43600000,2015-01-01
1953,The Transporter Refueled,EC,16000000,56600000,2015-01-01
1954,Run All Night,WB,26500000,45200000,2015-01-01
1955,War Room,TriS,67800000,0,2015-01-01
1956,The Age of Adaline,LGF,42600000,23000000,2015-01-01
1957,The Danish Girl,Focus,11100000,53100000,2015-01-01
1958,Unfriended,Uni.,32500000,31600000,2015-01-01
1959,The Longest Ride,Fox,37400000,25500000,2015-01-01
1960,Brooklyn,FoxS,38300000,23800000,2015-01-01
1961,Dragon Ball Z: Resurrection 'F',FUN,8000000,53800000,2015-01-01
1962,Woman in Gold,Wein.,33299999,28300000,2015-01-01
1963,Krampus,Uni.,42700000,18800000,2015-01-01
1964,The Walk,TriS,10100000,51000000,2015-01-01
1965,The Perfect Guy,SGem,57000000,3200000,2015-01-01
1966,The Gift (2015),STX,43800000,15200000,2015-01-01
1967,No Escape,Wein.,27300000,27100000,2015-01-01
1968,Sinister 2,Focus,27700000,25100000,2015-01-01
1969,Prem Ratan Dhan Payo,FIP,4400000,48200000,2015-01-01
1970,The Boy Next Door,Uni.,35400000,17000000,2015-01-01
1971,The Night Before,Sony,43000000,9300000,2015-01-01
1972,Hot Pursuit,WB (NL),34600000,17100000,2015-01-01
1973,The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000,50200000,2015-01-01
1974,The Himalayas,CJ,697000,49800000,2015-01-01
1975,Surprise - Journey To The West,AR,0,49600000,2015-01-01
1976,Entourage,WB,32400000,16900000,2015-01-01
1977,The Woman in Black 2: Angel of Death,Rela.,26500000,22400000,2015-01-01
1978,Concussion (2015),Sony,34500000,14100000,2015-01-01
1979,Mortdecai,LGF,7700000,39600000,2015-01-01
1980,Coming Home (2015),SPC,378000,46400000,2015-01-01
1981,"McFarland, USA",BV,44500000,1200000,2015-01-01
1982,Max (2015),WB,42700000,1300000,2015-01-01
1983,Still Alice,SPC,18800000,25100000,2015-01-01
1984,The DUFF,LGF,34000000,9500000,2015-01-01
1985,Legend,Uni.,1900000,41100000,2015-01-01
1986,The Gallows,WB (NL),22800000,20200000,2015-01-01
1987,Love the Coopers,LGF,26300000,16100000,2015-01-01
1988,The Lady in the Van,SPC,10000000,31400000,2015-01-01
1989,Ricki and the Flash,TriS,26800000,14500000,2015-01-01
1990,Carol,Wein.,12700000,27600000,2015-01-01
1991,The Lazarus Effect,Rela.,25800000,12600000,2015-01-01
1992,The Water Diviner,WB,4200000,34000000,2015-01-01
1993,A Walk in the Woods,BG,29500000,8000000,2015-01-01
1994,Ex Machina,A24,25400000,11400000,2015-01-01
1995,Burnt,Wein.,13700000,23000000,2015-01-01
1996,Room,A24,14700000,20700000,2015-01-01
1997,The Secret in their Eyes (2015),STX,20200000,14700000,2015-01-01
1998,Steve Jobs,Uni.,17800000,16700000,2015-01-01
1999,Victor Frankenstein,Fox,5800000,28500000,2015-01-01
2000,Project Almanac,Par.,22300000,10900000,2015-01-01
2001,Self/Less,Focus,12300000,18200000,2015-01-01
2002,Far from the Madding Crowd,FoxS,12200000,18000000,2015-01-01
2003,Mr. Holmes,RAtt.,17700000,11600000,2015-01-01
2004,Love & Mercy,RAtt.,12600000,16100000,2015-01-01
2005,Irrational Man,SPC,4000000,23400000,2015-01-01
2006,American Ultra,LGF,14400000,12700000,2015-01-01
2007,Wild Tales,SPC,3100000,23900000,2015-01-01
2008,Aloha,Sony,21100000,5200000,2015-01-01
2009,"Love, Rosie",TFA,20400,25600000,2015-01-01
2010,The 33,WB,12200000,12700000,2015-01-01
2011,Capture the Flag,Par.,6700,24600000,2015-01-01
2012,The Gunman,ORF,10700000,13500000,2015-01-01
2013,Go Away Mr. Tumor,CL,287000,21500000,2015-01-01
2014,Black or White,Rela.,21600000,0,2015-01-01
2015,Blackhat,Uni.,8000000,11600000,2015-01-01
2016,Dope,ORF,17500000,480000,2015-01-01
2017,Brothers: Blood Against Blood,FIP,614000,17200000,2015-01-01
2018,While We're Young,A24,7600000,9700000,2015-01-01
2019,Monkey Kingdom,BV,16399999,711000,2015-01-01
2020,Macbeth (2015),Wein.,1100000,15200000,2015-01-01
2021,Scouts Guide to the Zombie Apocalypse,Par.,3700000,12400000,2015-01-01
2022,Suffragette,Focus,4700000,11300000,2015-01-01
2023,It Follows,RTWC,14700000,0,2015-01-01
2024,Unfinished Business,Fox,10200000,4200000,2015-01-01
2025,Do You Believe?,PFR,13000000,1400000,2015-01-01
2026,Woodlawn,PFR,14400000,0,2015-01-01
2027,Strange Magic,BV,12400000,1200000,2015-01-01
2028,Hot Tub Time Machine 2,Par.,12300000,767000,2015-01-01
2029,Child 44,LG/S,1200000,11700000,2015-01-01
2030,We Are Your Friends,WB,3600000,7500000,2015-01-01
2031,Danny Collins,BST,5600000,5200000,2015-01-01
2032,Kung Fu Killer,WGUSA,130000,10000000,2015-01-01
2033,A Little Chaos,FCW,558000,9500000,2015-01-01
2034,The Loft,ORF,6000000,4099999,2015-01-01
2035,The Young & Prodigious T.S. Spivet,Wein.,174000,9300000,2015-01-01
2036,Shanghai,Wein.,46400,9200000,2015-01-01
2037,Un Gallo con Muchos Huevos,LGF,9100000,0,2015-01-01
2038,Me and Earl and the Dying Girl,FoxS,6800000,2300000,2015-01-01
2039,Amy,A24,8400000,0,2015-01-01
2040,Shaandaar,FIP,522000,7800000,2015-01-01
2041,Trumbo (2015),BST,7900000,378000,2015-01-01
2042,Bajrangi Bhaijaan,Eros,8199999,0,2015-01-01
2043,I'll See You In My Dreams,BST,7400000,0,2015-01-01
2044,The Green Inferno,BH Tilt,7200000,0,2015-01-01
2045,Grandma (2015),SPC,7000000,107000,2015-01-01
2046,Our Brand Is Crisis (2015),WB,7000000,0,2015-01-01
2047,Baahubali: The Beginning,BSC,6700000,0,2015-01-01
2048,Bajirao Mastani,Eros,6600000,0,2015-01-01
2049,Little Boy,ORF,6500000,0,2015-01-01
2050,What We Do in the Shadows,U/P,3500000,2800000,2015-01-01
2051,Anomalisa,Par.,3800000,1900000,2015-01-01
2052,Pawn Sacrifice,BST,2400000,3100000,2015-01-01
2053,Serena,Magn.,176000,4900000,2015-01-01
2054,Mr. X,FIP,45000,5000000,2015-01-01
2055,Dilwale,UTV,4900000,0,2015-01-01
2056,Back to the Future Day,UHE,1700000,3200000,2015-01-01
2057,Trash,FCW,17500,4800000,2015-01-01
2058,True Story,FoxS,4700000,0,2015-01-01
2059,"Buen Dia, Ramon",FIP,154000,4500000,2015-01-01
2060,Hamari Adhuri Kahani,FIP,235000,4200000,2015-01-01
2061,45 Years,IFC,4200000,0,2015-01-01
2062,Escobar: Paradise Lost,RTWC,196000,3600000,2015-01-01
2063,Spare Parts,LGF,3600000,0,2015-01-01
2064,Learning to Drive,BG,3400000,0,2015-01-01
2065,By the Sea,Uni.,538000,2800000,2015-01-01
2066,Sleeping with Other People,IFC,819000,2400000,2015-01-01
2067,Phoenix (2015),IFC,3200000,0,2015-01-01
2068,Jimmy's Hall,SPC,561000,2600000,2015-01-01
2069,Dil Dhadakne Do,Eros,3100000,0,2015-01-01
2070,Ladrones,LGF,3100000,0,2015-01-01
2071,Remember (Canada Release),EOne,547000,2500000,2015-01-01
2072,Tanu Weds Manu Returns,Eros,3000000,0,2015-01-01
2073,Rock The Kasbah,ORF,3000000,0,2015-01-01
2074,The End of the Tour,A24,3000000,0,2015-01-01
2075,Captive (2015),Par.,2600000,218000,2015-01-01
2076,He Named Me Malala,FoxS,2700000,97100,2015-01-01
2077,Youth,FoxS,2700000,0,2015-01-01
2078,Chi-Raq,RAtt.,2700000,0,2015-01-01
2079,Truth,SPC,2500000,0,2015-01-01
2080,Mistress America,FoxS,2500000,0,2015-01-01
2081,Jem and the Holograms,Uni.,2200000,149000,2015-01-01
2082,Beloved Sisters,MBox,54000,2200000,2015-01-01
2083,The Riot Club,IFC,7700,2100000,2015-01-01
2084,Tamasha,UTV,2100000,0,2015-01-01
2085,Cake,CLF,2000000,0,2015-01-01
2086,Assassination (2015),WGUSA,1900000,0,2015-01-01
2087,Clouds of Sils Maria,IFC,1900000,0,2015-01-01
2088,Testament of Youth,SPC,1800000,0,2015-01-01
2089,Piku,Yash,1800000,0,2015-01-01
2090,The Vatican Tapes,LGF,1800000,0,2015-01-01
2091,Son of Saul,SPC,1800000,0,2015-01-01
2092,Janis: Little Girl Blue,FR,410000,1200000,2015-01-01
2093,'71,RAtt.,1300000,355000,2015-01-01
2094,The Diary of a Teenage Girl,SPC,1500000,0,2015-01-01
2095,I (2015),AaF,1400000,0,2015-01-01
2096,Infinitely Polar Bear,SPC,1400000,0,2015-01-01
2097,99 Homes,BG,1400000,0,2015-01-01
2098,Welcome Back,Eros,1400000,0,2015-01-01
2099,The Salt of the Earth,SPC,1300000,0,2015-01-01
2100,Maps to the Stars,FCW,351000,988000,2015-01-01
2101,Iris (2015),Magn.,1300000,0,2015-01-01
2102,The Wolfpack,Magn.,1300000,0,2015-01-01
2103,Veteran,CJ,1200000,0,2015-01-01
2104,Goodnight Mommy,RTWC,1200000,0,2015-01-01
2105,Black Sea,Focus,1200000,0,2015-01-01
2106,Miss You Already,RAtt.,1200000,0,2015-01-01
2107,Where Hope Grows,RAtt.,1200000,0,2015-01-01
2108,Cartel Land,Orch.,704000,422000,2015-01-01
2109,Timbuktu,Cohen,1100000,0,2015-01-01
2110,Dior and I,Orch.,1000000,0,2015-01-01
2111,5 Flights Up,FCW,1000000,0,2015-01-01
2112,Big Stone Gap,PH,1000000,0,2015-01-01
2113,Gett: The Trial of Viviane Amsalem,MBox,988000,0,2015-01-01
2114,Boruto: Naruto the Movie,Elev.,920000,0,2015-01-01
2115,Singh is Bling,Eros,919000,0,2015-01-01
2116,ABCD (Any Body Can Dance) 2,UTV,892000,0,2015-01-01
2117,Mustang,Cohen,845000,0,2015-01-01
2118,Labyrinth of Lies,SPC,794000,0,2015-01-01
2119,The D Train,IFC,673000,102000,2015-01-01
2120,Seymour: An Introduction,IFC,744000,0,2015-01-01
2121,Tangerine,Magn.,702000,0,2015-01-01
2122,Red Army,SPC,695000,0,2015-01-01
2123,The Stanford Prison Experiment,IFC,661000,0,2015-01-01
2124,The Assassin,WGUSA,633000,0,2015-01-01
2125,"Kumiko, The Treasure Hunter",Ampl.,623000,0,2015-01-01
2126,Welcome to Me,Alc,609000,0,2015-01-01
2127,Black Panthers: Vanguard of the Revolution,PBS,517000,67200,2015-01-01
2128,Detective Byomkesh Bakshy,Yash,579000,0,2015-01-01
2129,Freeheld,LGF,573000,0,2015-01-01
2130,When Marnie Was There,GK,561000,0,2015-01-01
2131,Gabbar is Back,Eros,535000,0,2015-01-01
2132,The Last - Naruto the Movie,Elev.,524000,0,2015-01-01
2133,Peggy Guggenheim Art Addict,SD,498000,0,2015-01-01
2134,Phantom (2015),UTV,490000,0,2015-01-01
2135,Somewhere Only We Know,CL,482000,0,2015-01-01
2136,Let's Get Married,CL,463000,0,2015-01-01
2137,Bombay Velvet,FIP,451000,0,2015-01-01
2138,Attack on Titan: Part 1,FUN,450000,0,2015-01-01
2139,The Third Man (2015 re-release),Rialto,449000,0,2015-01-01
2140,Saint Laurent,SPC,429000,0,2015-01-01
2141,Listen to Me Marlon,SHO,426000,0,2015-01-01
2142,Heart of a Dog,Abr.,421000,0,2015-01-01
2143,The Witness (Wo shi zheng ren),CL,418000,0,2015-01-01
2144,Unbranded,Grav.,410000,0,2015-01-01
2145,The Second Mother,Osci.,377000,0,2015-01-01
2146,Kahlil Gibran's The Prophet (Gathr),Gathr,370000,0,2015-01-01
2147,Katti Batti,UTV,365000,0,2015-01-01
2148,Kahlil Gibran's The Prophet,GK,355000,0,2015-01-01
2149,Effie Gray,AF,353000,0,2015-01-01
2150,Noble,Asp.,347000,0,2015-01-01
2151,Northern Limit Line,WGUSA,338000,0,2015-01-01
2152,Shamitabh,Eros,325000,0,2015-01-01
2153,Jafar Panahi's Taxi,KL,322000,0,2015-01-01
2154,Good Kill,IFC,316000,0,2015-01-01
2155,Running Man (2015),CL,311000,0,2015-01-01
2156,Attack on Titan: Part 2,FUN,306000,0,2015-01-01
2157,Theeb,FM,283000,0,2015-01-01
2158,White God,Magn.,282000,0,2015-01-01
2159,A Borrowed Identity,Strand,282000,0,2015-01-01
2160,In the Name of my Daughter,Cohen,278000,0,2015-01-01
2161,Hitchcock/Truffaut,Cohen,260000,0,2015-01-01
2162,Love (2015),Alc,249000,0,2015-01-01
2163,Tevar,Eros,236000,0,2015-01-01
2164,20 Once Again,CJ,235000,0,2015-01-01
2165,Slow West,A24,229000,0,2015-01-01
2166,A Royal Night Out,ADC,228000,0,2015-01-01
2167,A Pigeon Sat on a Branch Reflecting on Existence,Magn.,223000,0,2015-01-01
2168,Pyaar Ka Punchnama 2,Rel.,223000,0,2015-01-01
2169,Fall in Love Like a Star,CL,213000,0,2015-01-01
2170,Dark Places,A24,209000,0,2015-01-01
2171,Heneral Luna,Abr.,206000,0,2015-01-01
2172,Gemma Bovery,MBox,192000,0,2015-01-01
2173,The Connection,Drft.,191000,0,2015-01-01
2174,Love and Lost (Shi Gu),CL,189000,0,2015-01-01
2175,Stonewall (2015),RAtt.,188000,0,2015-01-01
2176,Maggie,RAtt.,187000,0,2015-01-01
2177,Detective K: Secret of the Lost Island,CJ,185000,0,2015-01-01
2178,The Priests,CJ,185000,0,2015-01-01
2179,The Farewell Party,Gold.,173000,0,2015-01-01
2180,A Brilliant Young Mind,Gold.,172000,0,2015-01-01
2181,Time Out of Mind,IFC,167000,0,2015-01-01
2182,Snow Girl and the Dark Crystal,WGUSA,165000,0,2015-01-01
2183,C'Est Si Bon,CJ,164000,0,2015-01-01
2184,The Last Women Standing,CL,163000,0,2015-01-01
2185,5 to 7,IFC,163000,0,2015-01-01
2186,After The Ball,Free,162000,0,2015-01-01
2187,Human Capital,FM,159000,0,2015-01-01
2188,Experimenter,Magn.,156000,0,2015-01-01
2189,Desert Dancer,Rela.,155000,0,2015-01-01
2190,Samba,BG,152000,0,2015-01-01
2191,The Tribe,Drft.,151000,0,2015-01-01
2192,Forever Young (2015),CL,150000,0,2015-01-01
2193,The New Girlfriend,Cohen,147000,0,2015-01-01
2194,Tangerines,Gold.,145000,0,2015-01-01
2195,Manglehorn,IFC,143000,0,2015-01-01
2196,Ingrid Bergman: In Her Own Words,Rialto,138000,0,2015-01-01
2197,Twenty (2015),CJ,136000,0,2015-01-01
2198,La Sapienza,KL,135000,0,2015-01-01
2199,Mississippi Grind,A24,131000,0,2015-01-01
2200,A Journey Through Time with Anthony,CL,127000,0,2015-01-01
2201,Boulevard,SM,126000,0,2015-01-01
2202,Z for Zachariah,RAtt.,121000,0,2015-01-01
2203,Do I Sound Gay?,IFC,119000,0,2015-01-01
2204,Love Live! The School Idol Movie,AZ,116000,0,2015-01-01
2205,She's Funny That Way,LGP,112000,0,2015-01-01
2206,Memories of the Sword,WGUSA,111000,0,2015-01-01
2207,The Look of Silence,Drft.,109000,0,2015-01-01
2208,The Beauty Inside,WGUSA,108000,0,2015-01-01
2209,The Chronicles of Evil,CJ,105000,0,2015-01-01
2210,Every Secret Thing,SM,104000,0,2015-01-01
2211,Ghost in the Shell: The New Movie,FUN,101000,0,2015-01-01
2212,Black Souls (Anime Nere),Alc,101000,0,2015-01-01
2213,A Poem Is a Naked Person (2015 re-issue),Jan.,96600,0,2015-01-01
2214,Saving Mr. Wu,UEP,92700,0,2015-01-01
2215,The Tales of Hoffmann (2015 re-issue),Rialto,91900,0,2015-01-01
2216,Christmas Eve,Ampl.,91300,0,2015-01-01
2217,Queen of Earth,IFC,91200,0,2015-01-01
2218,Hero (2015),Eros,88700,0,2015-01-01
2219,Sunshine Superman,Magn.,88100,0,2015-01-01
2220,Heaven Knows What,RTWC,80700,0,2015-01-01
2221,Nasty Baby,Orch.,79800,0,2015-01-01
2222,The Wonders,Osci.,73400,0,2015-01-01
2223,Predestination,VE,68400,0,2015-01-01
2224,People Places Things,TFA,67000,0,2015-01-01
2225,Eden,BG,65500,0,2015-01-01
2226,The Duke of Burgundy,IFC,64500,0,2015-01-01
2227,The Office,CL,63700,0,2015-01-01
2228,Flowers,MBox,61600,0,2015-01-01
2229,Only You,CL,61600,0,2015-01-01
2230,Girlhood (2015),Strand,60800,0,2015-01-01
2231,Jauja,CGld,60200,0,2015-01-01
2232,Gueros,KL,60100,0,2015-01-01
2233,I Smile Back,BG,58700,0,2015-01-01
2234,The Ark of Mr. Chow,CL,54100,0,2015-01-01
2235,Love Thy Nature,ITL,41100,11800,2015-01-01
2236,The Advocate: A Missing Body,CJ,50200,0,2015-01-01
2237,Heist (2015),LGP,50100,0,2015-01-01
2238,Difret,TA,49700,0,2015-01-01
2239,Appropriate Behavior,Grav.,46900,0,2015-01-01
2240,Beyond the Reach,RAtt.,45900,0,2015-01-01
2241,The Salvation,IFC,44900,0,2015-01-01
2242,Madame Bovary,Alc,44200,0,2015-01-01
2243,Charlie's Country,MR,42900,0,2015-01-01
2244,Pearl Button,KL,42200,0,2015-01-01
2245,Queen and Country,BBC,41300,0,2015-01-01
2246,The Phone,CJ,40500,0,2015-01-01
2247,What Our Fathers Did: A Nazi Legacy,Osci.,40100,0,2015-01-01
2248,Lila & Eve,Gold.,38300,0,2015-01-01
2249,Before We Go,RTWC,37200,0,2015-01-01
2250,The Mafia Only Kills in Summer,Distrib.,37100,0,2015-01-01
2251,Knock Knock,LGP,36300,0,2015-01-01
2252,Kindergarten Teacher,KL,36200,0,2015-01-01
2253,Welcome to Leith,FRun,36000,0,2015-01-01
2254,Wild City,WGUSA,34900,0,2015-01-01
2255,The Forbidden Room,KL,34400,0,2015-01-01
2256,Song One,TFA,32299,0,2015-01-01
2257,Love Forecast,CJ,32200,0,2015-01-01
2258,"Out 1, noli me tangere",CFilms,31500,0,2015-01-01
2259,"3 1/2 Minutes, 10 Bullets",Part.,30400,0,2015-01-01
2260,Paulette,Cohen,29500,0,2015-01-01
2261,The Cut,Strand,28100,0,2015-01-01
2262,The Keeping Room,Drft.,27200,0,2015-01-01
2263,Big Game,EC,24600,0,2015-01-01
2264,Kill Me Three Times,Magn.,24300,0,2015-01-01
2265,"Hippocrates, Diary of a French Doctor",Distrib.,23100,0,2015-01-01
2266,Court,Zeit.,22900,0,2015-01-01
2267,Salut D'Amour,CJ,22500,0,2015-01-01
2268,Mediterranea,IFC,22100,0,2015-01-01
2269,Noma - My Perfect Storm,Magn.,21100,0,2015-01-01
2270,The Little Death,Magn.,18200,0,2015-01-01
2271,Gangnam 1970,CJ,18000,0,2015-01-01
2272,Strangerland,Alc,17500,0,2015-01-01
2273,Eastern Boys,FRun,16800,0,2015-01-01
2274,Extraction,LGP,16800,0,2015-01-01
2275,Eva,Wein.,16700,0,2015-01-01
2276,The World of Kanako,Drft.,16600,0,2015-01-01
2277,Zombeavers,Free,14900,0,2015-01-01
2278,The Hallow,IFC,13900,0,2015-01-01
2279,Amour Fou,FM,13700,0,2015-01-01
2280,Arabian Nights: Volume 1 - The Restless One,KL,12300,0,2015-01-01
2281,Of Horses and Men,MBox,11900,0,2015-01-01
2282,Marie's Story,FM,11700,0,2015-01-01
2283,1001 Grams,KL,11000,0,2015-01-01
2284,Empire of Lust,CJ,10700,0,2015-01-01
2285,The Forecaster,FOR,10200,0,2015-01-01
2286,Still Life (2015),Trib.,9500,0,2015-01-01
2287,Every Thing Will be Fine,IFC,9200,0,2015-01-01
2288,The Lesson,FM,9000,0,2015-01-01
2289,An Eye for Beauty,MR,9000,0,2015-01-01
2290,Northern Soul,Free,8900,0,2015-01-01
2291,The Girl in the Book,Free,8200,0,2015-01-01
2292,Steak (R)evolution,KL,8000,0,2015-01-01
2293,On the Way to School,Distrib.,7400,0,2015-01-01
2294,Hungry Hearts,IFC,6900,0,2015-01-01
2295,Steve McQueen: The Man & Le Mans,FR,6800,0,2015-01-01
2296,Arabian Nights: Volume 2 - The Desolate One,KL,6400,0,2015-01-01
2297,Alleluia,MBox,6300,0,2015-01-01
2298,Barely Lethal,A24,6100,0,2015-01-01
2299,Chic!,Distrib.,5600,0,2015-01-01
2300,Far from Men,Trib.,5300,0,2015-01-01
2301,The Dead Lands,Magn.,5200,0,2015-01-01
2302,Jenny's Wedding,IFC,4700,0,2015-01-01
2303,Against the Sun,TAFC,4600,0,2015-01-01
2304,Ashby,TFA,4600,0,2015-01-01
2305,Arabian Nights: Volume 3 - The Enchanted One,KL,4500,0,2015-01-01
2306,The Summer of Sangaile,Strand,4500,0,2015-01-01
2307,Club Life,Orch.,4400,0,2015-01-01
2308,Back to the Jurassic,CJ,4400,0,2015-01-01
2309,In the Basement,Strand,3600,0,2015-01-01
2310,Fidelio: Alice's Odyssey,FRun,3600,0,2015-01-01
2311,That Sugar Film,Gold.,3500,0,2015-01-01
2312,Xenia,Strand,3200,0,2015-01-01
2313,The Iron Ministry,Icar.,3200,0,2015-01-01
2314,The Lady in the Car with Glasses and a Gun,Magn.,2200,0,2015-01-01
2315,Stations of the Cross,FM,1500,0,2015-01-01
2316,Skin Trade,Magn.,1200,0,2015-01-01
2317,Thanks to My Friends,Distrib.,900,0,2015-01-01
2318,REC 4: Apocalypse,Magn.,800,0,2015-01-01
2319,It's All So Quiet (Boven is het stil),BWP,700,0,2015-01-01
2320,Tough Being Loved By Jerks,KL,700,0,2015-01-01
2321,The Chambermaid,FM,300,0,2015-01-01
2322,Captain America: Civil War,BV,408100000,745200000,2016-01-01
2323,Rogue One: A Star Wars Story,BV,532200000,523900000,2016-01-01
2324,Finding Dory,BV,486300000,542300000,2016-01-01
2325,Zootopia,BV,341300000,682500000,2016-01-01
2326,The Jungle Book (2016),BV,364000000,602500000,2016-01-01
2327,The Secret Life of Pets,Uni.,368400000,507100000,2016-01-01
2328,Batman v Superman: Dawn of Justice,WB,330400000,543300000,2016-01-01
2329,Fantastic Beasts and Where To Find Them,WB,234000000,580000000,2016-01-01
2330,Deadpool,Fox,363100000,420000000,2016-01-01
2331,Suicide Squad,WB,325100000,421700000,2016-01-01
2332,Doctor Strange,BV,232600000,445100000,2016-01-01
2333,Moana,BV,248800000,394600000,2016-01-01
2334,Sing,Uni.,270400000,363800000,2016-01-01
2335,The Mermaid (Mei ren yu),Sony,3200000,550600000,2016-01-01
2336,X-Men: Apocalypse,Fox,155400000,388500000,2016-01-01
2337,Kung Fu Panda 3,Fox,143500000,377600000,2016-01-01
2338,La La Land,LG/S,151100000,295000000,2016-01-01
2339,Warcraft,Uni.,47400000,386300000,2016-01-01
2340,Jason Bourne,Uni.,162400000,253100000,2016-01-01
2341,Ice Age: Collision Course,Fox,64099999,344500000,2016-01-01
2342,Independence Day: Resurgence,Fox,103100000,286500000,2016-01-01
2343,Monster Hunt,FR,32800,385300000,2016-01-01
2344,The Legend of Tarzan,WB,126600000,230100000,2016-01-01
2345,The Angry Birds Movie,Sony,107500000,244800000,2016-01-01
2346,Trolls,Fox,153700000,193200000,2016-01-01
2347,Star Trek Beyond,Par.,158800000,184600000,2016-01-01
2348,Now You See Me 2,LG/S,65099999,269800000,2016-01-01
2349,The Conjuring 2,WB (NL),102500000,217900000,2016-01-01
2350,Passengers (2016),Sony,100000000,203100000,2016-01-01
2351,Dangal,UTV,12400000,290500000,2016-01-01
2352,Alice Through the Looking Glass,BV,77000000,222400000,2016-01-01
2353,Miss Peregrine's Home for Peculiar Children,Fox,87200000,209200000,2016-01-01
2354,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000,163600000,2016-01-01
2355,Assassin's Creed,Fox,54600000,186300000,2016-01-01
2356,Sully,WB,125100000,115700000,2016-01-01
2357,Hidden Figures,Fox,169600000,66300000,2016-01-01
2358,Ghostbusters (2016),Sony,128400000,100800000,2016-01-01
2359,Inferno,Sony,34300000,185700000,2016-01-01
2360,Central Intelligence,WB (NL),127400000,89500000,2016-01-01
2361,Bridget Jones's Baby,Uni.,24300000,187700000,2016-01-01
2362,Me Before You,WB (NL),56200000,152100000,2016-01-01
2363,London Has Fallen,Focus,62500000,143200000,2016-01-01
2364,Arrival,Par.,100500000,102800000,2016-01-01
2365,The Monkey King 2 in 3D,CL,710000,193000000,2016-01-01
2366,Bad Moms,STX,113300000,70700000,2016-01-01
2367,Storks,WB,72700000,110700000,2016-01-01
2368,The BFG,BV,55500000,127900000,2016-01-01
2369,The Divergent Series: Allegiant,LG/S,66200000,113100000,2016-01-01
2370,Hacksaw Ridge,LGF,67200000,108100000,2016-01-01
2371,The Girl on the Train (2016),Uni.,75400000,97800000,2016-01-01
2372,Operation Mekong,WGUSA,800000,172300000,2016-01-01
